"content_id","slug","title","primary_intent","cluster","funnel_stage","pillar_id","planned_week","planned_day"
"456","how-to-audit-profile-separation-across-supported-devices","How to Audit Profile Separation Across Supported Devices","profile separation device audit","Household Profiles","Retention","441","",""
"457","how-to-explain-profile-boundaries-to-household-members","How to Explain Profile Boundaries to Household Members","household profile boundary communication","Household Profiles","Retention","441","",""
"458","what-profile-count-does-and-does-not-tell-you","What Profile Count Does and Does Not Tell You","profile count vs device limit literacy","Household Profiles","Awareness","441","",""
"459","how-to-document-a-profile-specific-problem-for-support","How to Document a Profile-Specific Problem for Support","report media profile issue","Household Profiles","Retention","441","",""
"460","a-household-profile-quality-checklist","A Household Profile Quality Checklist","household profile quality checklist","Household Profiles","Retention","441","",""
"461","the-complete-guide-to-shared-household-media-governance","The Complete Guide to Shared Household Media Governance","shared household media governance guide","Shared Household Governance","Awareness","461","",""
"462","create-a-one-page-household-media-agreement","Create a One-Page Household Media Agreement","household media agreement template","Shared Household Governance","Retention","461","",""
"463","who-should-manage-the-shared-media-account","Who Should Manage the Shared Media Account?","shared media account administrator roles","Shared Household Governance","Consideration","461","",""
"464","how-to-assign-source-connection-responsibilities-at-home","How to Assign Source-Connection Responsibilities at Home","household source connection responsibility","Shared Household Governance","Retention","461","",""
"465","build-a-trusted-device-inventory-for-the-household","Build a Trusted-Device Inventory for the Household","household trusted device inventory","Shared Household Governance","Retention","461","",""
"466","how-to-keep-source-credentials-out-of-household-sharing","How to Keep Source Credentials Out of Household Sharing","household source credential policy","Shared Household Governance","Retention","461","",""
"467","how-to-approve-a-new-source-before-it-is-connected","How to Approve a New Source Before It Is Connected","household new source approval workflow","Shared Household Governance","Retention","461","",""
"468","a-new-household-member-onboarding-checklist","A New Household Member Onboarding Checklist","household media onboarding checklist","Shared Household Governance","Retention","461","",""
"469","an-account-offboarding-routine-when-someone-moves-out","An Account Offboarding Routine When Someone Moves Out","household media account offboarding","Shared Household Governance","Retention","461","",""
"470","how-to-prepare-a-shared-device-before-it-is-sold-or-returned","How to Prepare a Shared Device Before It Is Sold or Returned","shared device disposal workflow","Shared Household Governance","Retention","461","",""
"471","how-to-record-major-library-changes-without-micromanaging","How to Record Major Library Changes Without Micromanaging","household library change log","Shared Household Governance","Retention","461","",""
"472","who-decides-when-shared-categories-change","Who Decides When Shared Categories Change?","shared category decision governance","Shared Household Governance","Consideration","461","",""
"473","how-to-set-a-household-rule-for-troubleshooting-changes","How to Set a Household Rule for Troubleshooting Changes","household troubleshooting change policy","Shared Household Governance","Retention","461","",""
"474","how-to-handle-an-unknown-device-as-a-household-incident","How to Handle an Unknown Device as a Household Incident","household unknown device incident response","Shared Household Governance","Retention","461","",""
"475","how-to-review-viewing-privacy-on-shared-screens","How to Review Viewing Privacy on Shared Screens","shared screen viewing privacy governance","Shared Household Governance","Retention","461","",""
"476","how-to-coordinate-accessibility-preferences-in-a-household","How to Coordinate Accessibility Preferences in a Household","household accessibility preference coordination","Shared Household Governance","Retention","461","",""
"477","how-to-resolve-disagreements-about-shared-favorites","How to Resolve Disagreements About Shared Favorites","shared favorite governance","Shared Household Governance","Retention","461","",""
"478","how-to-run-a-quarterly-household-account-review","How to Run a Quarterly Household Account Review","quarterly household media account review","Shared Household Governance","Retention","461","",""
"479","how-to-hand-off-an-unresolved-support-issue-between-household-members","How to Hand Off an Unresolved Support Issue Between Household Members","household support issue handoff","Shared Household Governance","Retention","461","",""
"480","a-shared-household-governance-checklist","A Shared Household Governance Checklist","shared household media governance checklist","Shared Household Governance","Retention","461","",""
"481","the-complete-guide-to-managing-audio-tracks","The Complete Guide to Managing Audio Tracks","audio track management guide","Audio Track Management","Awareness","481","",""
"482","how-to-read-an-audio-track-list-before-playback","How to Read an Audio Track List Before Playback","audio track list literacy","Audio Track Management","Awareness","481","",""
"483","original-audio-or-dubbed-track-how-to-make-a-deliberate-choice","Original Audio or Dubbed Track: How to Make a Deliberate Choice","original vs dubbed audio choice","Audio Track Management","Consideration","481","",""
"484","account-preference-or-title-specific-choice-which-should-win","Account Preference or Title-Specific Choice: Which Should Win?","audio preference vs title override","Audio Track Management","Consideration","481","",""
"485","how-to-check-audio-consistency-across-a-series-season","How to Check Audio Consistency Across a Series Season","series audio track consistency","Audio Track Management","Retention","481","",""
"486","how-to-identify-a-commentary-track-without-guessing","How to Identify a Commentary Track Without Guessing","commentary audio track identification","Audio Track Management","Retention","481","",""
"487","how-to-identify-audio-description-when-it-is-available","How to Identify Audio Description When It Is Available","audio description track identification","Audio Track Management","Retention","481","",""
"488","why-two-audio-tracks-may-share-the-same-language-label","Why Two Audio Tracks May Share the Same Language Label","duplicate language audio labels","Audio Track Management","Retention","481","",""
"489","how-to-investigate-a-missing-audio-track","How to Investigate a Missing Audio Track","missing audio track diagnostic","Audio Track Management","Retention","481","",""
"490","why-the-default-audio-track-can-change-between-episodes","Why the Default Audio Track Can Change Between Episodes","audio default changes between episodes","Audio Track Management","Retention","481","",""
"491","how-version-changes-can-affect-available-audio-tracks","How Version Changes Can Affect Available Audio Tracks","audio tracks after media version change","Audio Track Management","Retention","481","",""
"492","how-to-recheck-audio-after-resuming-playback","How to Recheck Audio After Resuming Playback","audio selection after resume","Audio Track Management","Retention","481","",""
"493","how-to-verify-audio-before-moving-to-another-device","How to Verify Audio Before Moving to Another Device","audio track pre-handoff check","Audio Track Management","Retention","481","",""
"494","what-to-check-when-an-audio-preference-does-not-persist","What to Check When an Audio Preference Does Not Persist","audio preference persistence diagnostic","Audio Track Management","Retention","481","",""
"495","how-to-report-a-mislabeled-audio-track","How to Report a Mislabeled Audio Track","report mislabeled audio track","Audio Track Management","Retention","481","",""
"496","build-an-audio-track-audit-matrix-for-a-series","Build an Audio Track Audit Matrix for a Series","series audio track audit matrix","Audio Track Management","Retention","481","",""
"497","how-to-choose-audio-on-a-shared-household-profile","How to Choose Audio on a Shared Household Profile","shared profile audio selection","Audio Track Management","Consideration","481","",""
"498","how-offline-availability-can-affect-audio-track-choices","How Offline Availability Can Affect Audio Track Choices","offline audio track availability literacy","Audio Track Management","Awareness","481","",""
"499","how-to-make-an-audio-selector-easier-to-understand","How to Make an Audio Selector Easier to Understand","audio selector usability audit","Audio Track Management","Retention","481","",""
"500","an-audio-track-management-checklist","An Audio Track Management Checklist","audio track management checklist","Audio Track Management","Retention","481","",""
